DhA02G017080.1	sp|Q8YZH7|DER_NOSS1	50.182	275	4.61e-78	254	sp|Q8YZH7|DER_NOSS1 GTPase Der OS=Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690 GN=der PE=3 SV=1
DhA02G017080.1	sp|Q3M929|DER_TRIV2	49.818	275	8.11e-78	253	sp|Q3M929|DER_TRIV2 GTPase Der OS=Trichormus variabilis (strain ATCC 29413 / PCC 7937) OX=240292 GN=der PE=3 SV=1
DhA02G017080.1	sp|Q5N167|DER_SYNP6	47.987	298	4.56e-77	251	sp|Q5N167|DER_SYNP6 GTPase Der OS=Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) OX=269084 GN=der PE=3 SV=1
DhA02G017080.1	sp|Q31KP9|DER_SYNE7	47.987	298	4.56e-77	251	sp|Q31KP9|DER_SYNE7 GTPase Der OS=Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) OX=1140 GN=der PE=3 SV=1
DhA02G017080.1	sp|Q3AI13|DER_SYNSC	47.143	280	1.85e-75	247	sp|Q3AI13|DER_SYNSC GTPase Der OS=Synechococcus sp. (strain CC9605) OX=110662 GN=der PE=3 SV=1
DhA05G017250.1	sp|O64937|EF1A_ORYSJ	99.105	447	0.0	916	sp|O64937|EF1A_ORYSJ Elongation factor 1-alpha OS=Oryza sativa subsp. japonica OX=39947 GN=REFA1 PE=2 SV=2
DhA05G017250.1	sp|Q41803|EF1A_MAIZE	97.763	447	0.0	902	sp|Q41803|EF1A_MAIZE Elongation factor 1-alpha OS=Zea mays OX=4577 GN=EF1A PE=3 SV=1
DhA05G017250.1	sp|P17786|EF1A_SOLLC	96.861	446	0.0	900	sp|P17786|EF1A_SOLLC Elongation factor 1-alpha OS=Solanum lycopersicum OX=4081 PE=2 SV=1
DhA05G017250.1	sp|P25698|EF1A_SOYBN	96.868	447	0.0	897	sp|P25698|EF1A_SOYBN Elongation factor 1-alpha OS=Glycine max OX=3847 GN=TEFS1 PE=3 SV=2
DhA05G017250.1	sp|P43643|EF1A_TOBAC	96.644	447	0.0	897	sp|P43643|EF1A_TOBAC Elongation factor 1-alpha OS=Nicotiana tabacum OX=4097 PE=2 SV=1
DhA05G000600.1	sp|Q9ZT91|EFTM_ARATH	83.450	429	0.0	677	sp|Q9ZT91|EFTM_ARATH Elongation factor Tu, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=TUFA PE=1 SV=1
DhA05G000600.1	sp|Q0BUQ2|EFTU_GRABC	74.663	371	0.0	579	sp|Q0BUQ2|EFTU_GRABC Elongation factor Tu OS=Granulibacter bethesdensis (strain ATCC BAA-1260 / CGDNIH1) OX=391165 GN=tuf PE=3 SV=1
DhA05G000600.1	sp|Q2IXR2|EFTU_RHOP2	72.727	374	0.0	573	sp|Q2IXR2|EFTU_RHOP2 Elongation factor Tu OS=Rhodopseudomonas palustris (strain HaA2) OX=316058 GN=tuf1 PE=3 SV=1
DhA05G000600.1	sp|Q07KJ2|EFTU_RHOP5	72.995	374	0.0	572	sp|Q07KJ2|EFTU_RHOP5 Elongation factor Tu OS=Rhodopseudomonas palustris (strain BisA53) OX=316055 GN=tuf1 PE=3 SV=1
DhA05G000600.1	sp|Q3SSW8|EFTU_NITWN	72.193	374	0.0	569	sp|Q3SSW8|EFTU_NITWN Elongation factor Tu OS=Nitrobacter winogradskyi (strain ATCC 25391 / DSM 10237 / CIP 104748 / NCIMB 11846 / Nb-255) OX=323098 GN=tuf PE=3 SV=1
DhA05G016170.1	sp|Q8W586|QQT2_ARATH	70.809	346	0.0	525	sp|Q8W586|QQT2_ARATH GPN-loop GTPase QQT2 OS=Arabidopsis thaliana OX=3702 GN=QQT2 PE=1 SV=1
DhA05G016170.1	sp|Q54C25|GPN1_DICDI	59.310	290	1.63e-132	390	sp|Q54C25|GPN1_DICDI GPN-loop GTPase 1 OS=Dictyostelium discoideum OX=44689 GN=gpn1 PE=3 SV=1
DhA05G016170.1	sp|Q9HCN4|GPN1_HUMAN	57.325	314	6.72e-125	370	sp|Q9HCN4|GPN1_HUMAN GPN-loop GTPase 1 OS=Homo sapiens OX=9606 GN=GPN1 PE=1 SV=1
DhA05G016170.1	sp|Q8VCE2|GPN1_MOUSE	60.424	283	2.33e-121	361	sp|Q8VCE2|GPN1_MOUSE GPN-loop GTPase 1 OS=Mus musculus OX=10090 GN=Gpn1 PE=1 SV=1
DhA05G016170.1	sp|A4FUD1|GPN1_BOVIN	56.856	299	1.31e-120	359	sp|A4FUD1|GPN1_BOVIN GPN-loop GTPase 1 OS=Bos taurus OX=9913 GN=GPN1 PE=2 SV=1
DhB05G000580.1	sp|Q9ZT91|EFTM_ARATH	83.885	453	0.0	721	sp|Q9ZT91|EFTM_ARATH Elongation factor Tu, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=TUFA PE=1 SV=1
DhB05G000580.1	sp|Q0BUQ2|EFTU_GRABC	74.555	393	0.0	612	sp|Q0BUQ2|EFTU_GRABC Elongation factor Tu OS=Granulibacter bethesdensis (strain ATCC BAA-1260 / CGDNIH1) OX=391165 GN=tuf PE=3 SV=1
DhB05G000580.1	sp|Q5NQ65|EFTU_ZYMMO	73.165	395	0.0	601	sp|Q5NQ65|EFTU_ZYMMO Elongation factor Tu OS=Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4) OX=264203 GN=tuf PE=3 SV=1
DhB05G000580.1	sp|Q2IXR2|EFTU_RHOP2	72.152	395	0.0	600	sp|Q2IXR2|EFTU_RHOP2 Elongation factor Tu OS=Rhodopseudomonas palustris (strain HaA2) OX=316058 GN=tuf1 PE=3 SV=1
DhB05G000580.1	sp|Q07KJ2|EFTU_RHOP5	72.405	395	0.0	599	sp|Q07KJ2|EFTU_RHOP5 Elongation factor Tu OS=Rhodopseudomonas palustris (strain BisA53) OX=316055 GN=tuf1 PE=3 SV=1
DhB05G016470.1	sp|Q8W586|QQT2_ARATH	70.809	346	0.0	524	sp|Q8W586|QQT2_ARATH GPN-loop GTPase QQT2 OS=Arabidopsis thaliana OX=3702 GN=QQT2 PE=1 SV=1
